1,0.590053
2,0.630101
3,0.6314
4,0.629328
5,0.626996
6,0.625777
7,0.626846
8,0.627297
9,0.626549
10,0.624378
11,0.621818
12,0.620818
13,0.621054
14,0.62092
15,0.621866
16,0.61946
17,0.616736
18,0.615152
19,0.615727
20,0.619457
21,0.620073
22,0.61844
23,0.616363
24,0.615021
25,0.614349
26,0.614911
27,0.617175
28,0.617353
29,0.615206
30,0.613699
31,0.614604
32,0.615103
33,0.613991
34,0.611815
35,0.609044
36,0.609716
37,0.609333
38,0.60902
39,0.609002
40,0.608179
41,0.605308
42,0.603404
43,0.602869
44,0.605722
45,0.606053
46,0.603601
47,0.601328
48,0.601628
49,0.605661
50,0.607792
51,0.611236
52,0.610961
53,0.608011
54,0.605903
55,0.608002
56,0.611808
57,0.61245
58,0.610159
59,0.60704
60,0.60509
61,0.603589
62,0.603951
63,0.602371
64,0.60155
65,0.598422
66,0.597162
67,0.598061
68,0.604843
69,0.606329
70,0.603375
71,0.600093
72,0.601061
73,0.604106
74,0.605281
75,0.607665
76,0.606338
77,0.602631
78,0.601362
79,0.604352
80,0.610581
81,0.613498
82,0.611713
83,0.607968
84,0.605993
85,0.60697
86,0.610318
87,0.610656
88,0.608178
89,0.60449
90,0.601634
91,0.603435
92,0.606419
93,0.606721
94,0.603375
95,0.600116
96,0.59963
97,0.603574
98,0.602591
99,0.602468
100,0.599725
101,0.595898
102,0.592068
103,0.5909
104,0.593835
105,0.594693
106,0.591664
107,0.587655
108,0.588126
109,0.590962
110,0.596523
111,0.603769
112,0.602471
113,0.598482
114,0.595638
115,0.596721
116,0.599817
117,0.601975
118,0.600156
119,0.595558
120,0.594207
121,0.59638
